Attendance,StudyHours,InternalMarks,AssignmentMarks,PreviousMarks,FinalScore
72.65,5.82,61.69,37.43,93.56,75.56
97.51,5.5,89.91,100.0,62.84,83.81
84.89,3.05,62.76,49.95,78.06,62.03
73.63,5.14,80.66,99.02,93.77,82.9
69.63,5.94,70.8,71.22,100.0,76.85
83.97,5.83,72.94,67.66,65.52,68.22
76.33,2.66,53.81,50.01,57.03,46.85
81.91,5.67,77.33,84.35,80.25,84.68
83.8,3.55,66.8,56.77,65.89,67.87
82.15,8.84,71.82,76.99,78.61,80.13
66.64,7.61,49.4,81.09,59.08,60.79
76.57,4.72,75.35,65.04,74.92,63.65
81.65,6.73,79.46,68.65,81.5,75.38
87.37,4.69,98.02,73.51,78.36,83.97
65.72,2.72,48.25,75.4,76.16,57.82
64.57,4.45,63.3,48.46,86.05,65.92
100.0,5.28,72.32,82.04,73.75,70.96
85.96,4.57,70.44,75.52,100.0,75.76
87.54,1.72,51.99,87.88,66.98,53.54
86.99,3.44,42.75,56.76,98.02,62.59
74.84,4.37,89.58,100.0,47.08,58.61
61.6,5.65,83.54,62.03,89.51,74.03
50.69,0.96,75.87,76.89,82.6,66.94
100.0,4.21,76.6,85.22,57.96,68.61
66.12,4.86,70.17,95.23,61.91,66.81
80.41,4.06,81.25,81.67,57.41,65.59
83.4,6.13,65.99,57.04,57.23,62.22
92.67,8.62,77.44,86.8,62.1,71.2
77.86,4.11,79.34,69.73,73.55,74.47
80.07,6.79,61.65,56.59,94.31,72.72
89.7,7.2,70.36,69.12,80.81,77.84
84.51,3.06,61.32,55.56,76.53,63.32
52.68,8.15,80.23,79.72,62.88,63.67
83.28,9.66,67.02,69.59,87.2,80.25
99.89,6.5,79.85,56.74,97.04,94.29
98.49,2.46,83.09,70.17,73.83,68.26
86.32,3.73,100.0,46.32,83.25,77.15
100.0,1.77,63.91,90.83,79.95,73.38
93.54,6.49,61.65,53.43,57.73,66.39
74.53,5.37,43.13,65.69,67.77,60.09
78.36,7.15,81.77,74.08,76.24,77.44
83.2,8.73,93.14,74.91,69.57,88.66
84.97,8.97,51.12,75.45,76.7,80.35
81.49,4.18,85.09,63.57,68.95,77.25
51.27,6.27,94.17,85.49,57.24,71.66
65.16,2.87,100.0,81.63,52.53,57.19
72.22,6.37,65.04,66.33,56.75,62.76
74.45,8.03,63.34,72.32,69.04,65.59
80.24,5.34,42.65,89.8,69.38,72.64
89.43,3.1,58.88,72.69,73.96,62.08
80.19,6.89,66.06,100.0,58.3,66.33
54.72,7.17,74.87,77.28,70.78,72.54
57.45,4.31,69.72,100.0,51.58,57.69
76.25,4.4,91.55,46.17,70.55,76.08
81.75,3.06,85.13,66.49,66.75,73.75
68.28,3.88,68.05,88.26,70.5,69.52
65.39,8.52,48.14,87.03,76.47,69.32
62.49,4.85,74.16,89.61,64.27,65.75
66.13,4.89,59.07,58.41,55.97,57.59
60.57,8.38,85.54,62.4,45.88,66.62
79.66,3.87,59.27,59.8,81.18,66.8
80.39,6.37,77.24,63.14,76.15,69.83
77.18,6.3,80.28,88.52,99.34,80.45
75.12,3.02,86.76,67.92,47.54,59.94
92.15,4.41,55.15,75.75,96.71,84.05
67.49,6.8,54.28,66.17,63.33,63.05
91.31,7.3,51.1,75.41,53.35,66.75
70.12,3.9,67.11,85.53,55.29,62.64
62.38,3.59,53.4,68.8,43.97,56.7
94.2,3.91,85.62,47.37,65.8,76.08
97.33,5.88,42.54,54.5,62.84,71.49
77.98,7.03,71.79,67.28,84.69,65.53
75.93,6.86,84.91,96.54,72.74,84.02
83.31,3.38,64.74,48.68,81.91,59.13
88.67,5.32,74.74,71.84,67.4,77.35
85.91,3.77,74.16,83.09,55.99,75.1
75.92,5.35,62.65,100.0,74.27,73.02
90.07,2.87,66.3,51.51,34.38,49.54
86.72,6.46,72.09,73.57,99.35,85.2
65.33,5.39,89.61,96.42,81.25,82.13
88.59,6.42,68.98,73.35,74.98,67.95
77.13,5.24,43.44,73.47,85.09,68.13
62.67,7.65,56.7,100.0,68.46,67.97
94.25,6.77,60.83,63.44,100.0,85.37
41.82,8.22,100.0,64.28,76.01,73.4
76.77,4.94,72.35,88.19,86.19,75.49
77.45,2.39,79.24,67.77,77.87,73.91
97.28,4.98,72.44,79.82,58.87,66.26
81.64,5.79,76.65,80.07,99.94,82.8
72.42,0.56,74.77,93.25,61.34,61.59
93.84,6.18,81.59,72.62,66.97,78.69
72.61,5.23,88.02,76.1,81.48,81.0
100.0,4.74,90.31,81.34,88.92,84.93
89.66,2.61,82.99,58.84,39.29,66.3
68.26,4.67,71.22,82.01,58.91,65.11
79.83,6.4,90.63,48.85,59.3,71.33
73.38,6.81,72.98,88.3,89.41,80.57
40.0,2.14,65.52,69.46,81.26,51.73
71.09,2.33,80.13,72.6,78.59,68.89
92.28,1.54,88.41,74.64,100.0,80.83
79.41,5.58,68.33,68.24,81.9,69.29
78.29,0.59,62.6,54.15,83.2,56.35
72.65,6.64,80.21,71.06,77.06,82.14
97.78,2.16,65.44,82.72,65.77,69.15
96.16,3.11,66.97,63.29,76.7,69.36
71.52,4.62,74.79,66.78,62.84,68.24
76.67,4.43,67.15,61.92,65.14,64.8
60.52,7.85,61.75,100.0,83.69,79.48
80.8,5.7,68.13,44.64,67.14,62.22
85.44,6.05,71.79,84.44,64.67,67.15
88.08,2.84,96.06,60.66,68.28,81.69
70.73,3.78,85.33,85.5,99.74,78.65
82.27,3.29,47.29,78.22,84.99,67.43
81.57,7.43,69.5,89.79,84.55,78.36
80.03,5.31,76.16,64.74,80.09,74.78
78.82,8.13,99.23,78.56,90.73,87.7
70.78,7.44,70.23,88.33,79.67,74.72
62.56,1.0,69.81,82.4,75.16,63.73
73.23,4.98,63.75,80.67,42.16,58.76
78.61,4.62,66.04,100.0,57.31,61.48
89.32,10.0,77.6,80.43,68.28,83.8
94.28,3.39,62.14,60.87,55.21,69.46
74.59,4.48,90.2,71.0,79.42,75.93
60.17,4.68,72.54,75.03,55.7,66.49
54.63,3.15,83.27,62.22,63.22,55.32
77.8,5.67,100.0,77.51,63.81,84.24
94.94,3.76,53.58,73.12,65.39,66.04
67.86,6.73,90.76,64.32,87.92,79.2
82.73,6.93,82.94,88.97,53.27,71.4
87.64,7.13,60.7,80.33,100.0,77.57
71.1,4.85,61.23,75.01,60.29,61.74
75.74,5.87,65.49,60.64,43.9,55.03
80.03,7.9,83.54,64.44,69.87,77.73
85.23,3.44,77.16,62.29,50.71,48.31
65.95,1.63,89.37,71.05,70.32,70.33
59.97,3.42,71.62,54.21,61.65,53.48
80.7,8.41,59.04,72.53,67.31,75.61
80.71,7.69,95.76,94.91,52.99,69.59
62.44,7.53,75.3,69.6,54.22,57.95
86.66,6.54,89.71,58.9,76.1,73.04
69.5,5.42,75.56,70.74,83.22,71.51
89.45,5.34,62.65,75.59,63.55,71.97
86.25,5.62,50.86,88.75,100.0,67.18
64.67,1.55,71.28,68.63,59.51,62.3
64.92,5.26,36.49,56.22,77.39,55.92
82.0,5.69,70.25,54.62,68.31,74.59
88.87,4.09,72.56,72.36,70.17,80.38
100.0,3.76,41.58,72.6,69.04,65.29
59.49,6.04,64.49,77.13,72.88,65.35
65.86,5.06,72.58,72.69,69.47,70.59
85.43,7.36,54.95,78.26,56.84,75.52
62.29,5.29,90.64,63.7,98.19,83.32
71.53,7.18,66.19,81.44,100.0,73.14
90.18,7.1,64.13,87.74,72.15,76.03
85.49,3.47,55.44,68.11,66.15,57.22
78.6,2.98,45.88,66.81,67.28,60.69
73.62,4.14,61.63,96.22,65.66,62.54
79.99,7.28,66.05,97.9,62.74,73.61
86.06,1.61,46.54,91.26,62.71,66.8
78.66,1.54,96.67,71.41,59.96,62.72
62.88,6.59,76.72,67.37,55.45,72.53
80.94,5.35,68.05,84.57,54.09,63.21
69.48,5.86,75.27,74.97,45.51,67.37
80.19,6.05,63.75,56.73,65.58,64.35
64.85,7.68,60.61,61.94,57.72,61.13
80.48,3.32,87.44,66.9,89.61,83.05
77.08,6.01,81.78,83.78,76.63,74.5
75.95,4.9,80.45,69.13,52.44,66.64
77.97,2.75,95.79,87.72,100.0,79.19
75.93,6.0,87.16,87.63,96.07,82.13
76.7,5.93,71.55,65.71,57.77,60.15
71.44,3.57,72.87,40.04,72.98,64.15
73.85,5.88,56.93,65.06,68.94,62.84
73.61,5.82,61.43,76.75,76.17,70.77
62.21,5.6,75.29,55.32,87.04,72.28
90.73,4.89,65.61,52.63,68.88,65.8
73.16,6.41,63.8,60.47,83.93,67.64
100.0,6.12,61.84,79.27,47.97,70.92
74.55,4.67,54.85,70.44,55.29,58.4
77.49,4.21,76.54,68.96,70.81,76.86
93.61,2.84,48.61,65.64,98.79,68.83
63.0,6.18,41.96,86.29,82.38,60.56
80.03,5.23,63.27,64.46,66.67,55.19
81.31,6.62,76.53,59.19,58.16,68.83
82.01,1.36,46.54,100.0,84.15,61.97
90.54,5.53,54.65,65.93,59.79,62.45
83.53,4.18,80.5,69.61,78.19,76.34
79.62,6.84,54.84,68.59,85.58,74.49
54.04,4.3,57.31,81.38,79.33,57.37
78.29,4.7,67.64,69.4,59.88,68.2
69.13,1.27,65.96,62.77,50.69,46.45
88.61,3.68,69.5,79.83,63.07,73.65
70.89,5.41,58.42,60.16,40.5,58.01
70.04,6.02,58.34,76.37,88.18,78.06
69.91,2.5,84.17,68.25,77.26,73.16
74.2,6.26,66.63,83.8,100.0,73.34
68.72,8.65,95.77,72.18,69.45,75.43
73.24,4.15,60.53,73.43,62.85,62.57
87.85,5.09,77.83,81.63,54.78,67.66
67.55,4.66,65.08,67.34,68.55,58.9
69.45,5.67,80.31,67.79,65.8,63.95
79.31,9.13,76.86,85.69,60.58,81.99
66.52,4.98,79.08,82.27,84.68,74.76
76.34,2.94,63.79,78.73,42.26,63.32
67.92,3.61,75.1,69.92,88.23,76.31
73.07,3.25,58.04,92.44,92.92,69.34
79.34,5.18,57.1,84.63,63.85,69.77
75.04,2.79,64.16,88.92,43.55,51.99
73.65,4.97,64.81,66.57,69.24,62.76
89.57,4.55,74.61,55.67,65.54,75.16
90.25,7.55,60.33,73.04,84.25,61.14
71.56,5.52,66.64,82.3,71.52,69.11
65.46,4.08,79.64,84.25,72.75,74.5
60.09,8.05,67.64,72.23,91.03,72.72
87.03,6.27,84.18,79.78,74.5,72.54
70.55,4.12,70.32,81.76,75.33,68.3
91.66,7.68,57.98,66.03,85.63,78.19
95.64,8.52,68.67,69.79,70.83,70.96
68.23,3.34,80.98,69.59,90.55,74.83
86.17,6.91,43.93,68.56,92.44,80.66
64.56,4.1,84.29,87.38,88.77,76.88
94.26,4.72,86.68,79.87,63.8,62.35
63.73,3.39,37.4,85.86,45.01,52.87
67.55,6.36,56.52,80.13,85.43,79.08
91.07,3.57,41.89,64.86,92.54,63.47
88.35,2.07,74.58,75.63,58.67,62.36
100.0,4.95,69.36,84.98,81.38,76.48
69.6,7.94,55.32,70.25,88.76,74.27
66.73,4.8,79.48,91.92,87.05,82.51
93.2,2.35,70.11,70.77,75.07,66.46
88.57,4.49,51.87,60.91,82.2,66.7
86.69,4.26,92.64,78.43,70.49,69.36
78.32,3.14,72.17,84.86,84.38,68.12
76.77,7.03,57.32,58.66,87.29,70.55
94.6,4.94,77.41,79.23,52.81,61.38
78.06,7.06,76.49,84.98,84.21,74.52
84.56,5.37,77.73,89.6,40.68,64.06
73.04,3.83,55.71,77.54,77.18,68.85
75.9,4.41,82.75,65.0,89.66,68.2
81.45,6.63,96.76,57.68,75.44,77.39
75.39,8.97,68.95,58.09,75.3,73.84
89.45,6.13,54.87,83.43,45.18,61.39
92.71,3.99,87.19,58.52,70.43,66.27
68.11,1.7,87.02,54.7,52.7,64.39
69.23,5.68,74.57,92.48,36.09,53.07
72.29,6.51,79.88,76.35,69.07,63.26
60.25,6.93,53.53,78.76,58.17,54.42
77.46,5.16,78.58,59.81,83.21,75.32
81.44,5.9,93.25,98.42,88.2,84.14
79.27,10.0,60.72,65.77,88.29,86.26
76.94,7.66,94.72,75.31,39.82,75.41
63.63,5.17,55.65,62.37,57.08,57.49
86.83,4.47,84.85,81.01,79.94,67.61
72.53,5.82,78.58,62.54,46.24,62.29
65.71,7.12,44.68,93.35,96.28,76.41
94.65,5.26,63.25,94.35,94.85,78.54
82.93,6.56,57.05,55.31,61.91,62.72
66.47,5.74,68.35,73.99,43.04,63.18
69.25,4.19,78.06,65.33,62.29,58.14
93.36,2.92,60.62,59.62,49.73,56.11
95.77,7.51,77.19,82.08,80.69,83.76
81.58,9.31,49.21,52.69,82.0,85.02
79.83,3.34,36.72,92.49,69.36,54.11
64.45,2.55,57.31,99.53,49.81,50.37
68.78,2.97,44.2,64.96,76.24,60.85
100.0,5.98,62.17,68.83,94.75,85.04
81.8,6.89,57.48,55.89,59.9,67.13
86.76,6.93,75.17,100.0,75.23,76.93
99.08,3.22,77.74,68.92,58.67,70.41
91.41,6.25,77.53,73.31,82.6,76.81
53.28,7.47,68.63,74.86,79.85,71.41
79.74,5.17,60.32,57.32,44.58,57.41
68.8,5.56,63.51,79.66,72.27,66.99
80.86,3.9,61.46,79.62,66.0,63.71
85.82,4.93,36.9,65.61,59.03,62.96
70.85,10.0,88.28,73.06,94.9,95.59
80.04,6.38,57.94,77.85,38.83,60.93
72.38,3.93,82.06,80.9,53.56,60.23
89.8,8.18,70.64,51.12,60.68,76.28
80.25,5.92,67.96,52.83,52.9,64.38
54.77,5.91,63.47,59.82,61.91,63.91
100.0,7.8,71.74,100.0,56.64,79.18
88.63,3.98,66.53,100.0,64.64,64.58
76.28,4.55,100.0,66.57,57.61,71.83
82.39,2.2,67.71,73.75,61.01,56.06
81.87,5.37,58.48,81.51,74.04,67.12
88.32,4.88,73.21,68.74,60.21,69.62
75.46,3.51,83.62,79.96,58.73,64.23
80.06,4.71,93.82,78.69,71.06,75.24
73.34,5.73,73.39,68.08,72.01,63.31
89.27,7.55,63.23,59.1,72.02,84.05
74.04,1.51,80.15,86.61,74.17,74.93
77.76,3.37,82.59,57.44,100.0,73.25
86.81,4.53,88.77,86.2,71.67,70.34
84.12,6.71,58.98,79.45,77.74,67.14
76.32,7.5,59.67,68.1,73.45,71.29
100.0,8.92,53.56,68.92,40.88,75.37
93.5,2.49,81.38,77.18,75.01,70.62
80.58,3.98,73.49,79.64,73.84,64.51
81.23,6.52,66.14,84.8,71.31,63.87
86.3,0.5,60.54,38.06,71.29,56.44
58.29,5.07,92.04,63.94,77.27,70.32
100.0,3.67,53.06,74.51,85.65,84.84
79.31,6.85,50.4,82.25,80.47,74.79
79.14,4.23,75.91,84.05,69.57,77.98
50.82,7.04,79.35,81.02,80.31,72.1
56.4,5.16,77.55,71.25,67.35,78.1
100.0,4.5,30.52,71.05,58.05,54.85
81.59,7.8,61.27,63.88,77.78,75.08
83.23,7.35,64.0,93.19,81.37,80.61
82.54,5.31,63.58,68.42,98.25,81.55
76.11,7.32,99.07,65.63,95.65,84.37
78.52,6.43,87.09,74.87,63.75,70.28
64.76,5.91,53.29,76.24,58.15,56.57
71.46,5.26,66.91,59.36,92.49,87.4
95.17,6.4,95.76,56.69,99.51,94.51
61.54,5.61,72.93,87.42,82.26,65.32
88.05,5.53,81.98,70.26,70.52,71.99
68.08,5.71,83.93,61.09,76.46,70.25
72.67,5.05,73.44,78.93,56.89,64.37
93.95,7.02,99.98,79.29,94.03,76.68
76.66,5.2,77.8,63.14,49.01,67.79
66.82,3.49,93.22,100.0,63.29,66.69
79.07,2.9,74.15,67.29,61.55,67.11
95.54,5.85,55.91,60.42,57.35,63.25
72.89,7.55,83.48,69.59,53.25,61.19
83.57,3.83,67.37,68.33,65.78,67.88
90.97,6.55,84.07,98.19,55.76,72.95
82.43,1.01,51.01,63.32,71.15,51.99
85.67,7.41,65.52,71.13,48.25,61.28
76.13,2.91,62.83,64.95,70.05,53.25
79.03,0.5,69.16,71.09,81.82,51.32
100.0,7.14,68.07,70.91,100.0,96.57
80.36,3.98,93.99,72.07,63.88,80.37
77.75,9.95,64.7,57.25,56.78,68.95
75.61,4.04,83.35,58.98,53.21,68.09
83.95,5.77,76.23,84.04,51.3,58.63
73.81,3.22,95.93,61.12,49.7,60.15
90.46,6.42,82.93,73.2,61.63,65.49
65.76,8.25,52.83,70.43,77.58,71.52
90.27,5.61,80.68,50.71,100.0,83.41
60.87,6.02,95.69,83.98,71.67,73.89
46.32,7.85,91.42,98.85,59.47,64.85
86.71,6.18,74.95,72.86,49.9,64.16
94.25,1.78,65.36,73.97,65.13,69.54
60.28,9.93,61.75,40.15,73.33,71.46
61.59,3.58,70.57,75.13,76.99,63.57
75.3,5.41,50.09,64.27,97.63,68.3
85.69,4.41,66.69,75.36,77.9,63.53
71.83,5.64,40.35,86.18,41.9,55.49
92.84,5.52,74.19,98.08,67.72,84.34
69.29,7.42,70.52,52.79,67.36,67.36
75.0,5.17,71.03,84.23,61.32,63.33
73.24,1.45,83.79,57.05,91.65,79.75
81.37,3.11,95.58,73.55,73.57,66.61
77.13,4.15,73.28,68.84,72.74,74.59
67.97,5.34,90.99,89.78,55.59,65.91
97.04,3.75,76.29,88.07,83.42,73.61
84.79,6.92,73.74,51.38,100.0,83.5
88.83,7.37,70.84,67.41,61.96,71.83
70.67,5.87,54.56,50.57,78.21,57.46
70.36,8.59,72.99,64.84,62.08,77.49
79.79,6.93,72.38,62.31,58.56,62.12
95.61,6.23,60.14,66.1,68.84,62.93
82.9,7.26,65.55,75.17,72.12,69.89
88.52,3.16,74.54,79.67,81.24,72.41
84.13,2.95,80.25,69.92,63.96,67.8
74.3,6.05,71.58,89.87,70.41,73.39
95.2,3.37,82.75,69.01,74.9,72.07
86.84,5.96,64.65,83.56,67.44,71.03
97.79,4.43,64.88,72.5,51.09,54.56
64.3,6.54,58.91,81.0,64.52,64.69
52.85,6.61,71.89,59.44,75.15,63.44
87.01,2.31,79.17,80.71,88.81,68.15
73.94,5.98,100.0,63.84,59.92,58.31
85.07,3.63,52.24,79.86,82.18,64.13
88.02,3.53,62.56,47.18,85.88,64.91
52.52,5.42,65.94,65.85,74.86,63.21
69.48,5.12,64.84,72.47,91.6,70.07
81.36,5.39,61.56,76.5,71.21,69.67
64.28,7.34,82.12,68.69,74.84,78.94
82.3,3.94,86.72,83.71,60.37,72.44
65.85,3.53,58.45,75.88,53.65,57.52
59.5,5.77,65.45,39.98,76.72,70.15
80.26,6.5,55.22,97.35,72.23,65.24
79.75,6.27,66.01,67.02,70.17,69.06
69.47,6.04,79.44,79.27,40.9,63.77
73.23,5.22,90.21,55.72,80.35,77.32
89.02,8.11,61.1,83.38,62.04,73.22
88.52,3.42,61.01,64.19,60.78,64.3
54.14,2.12,56.65,74.24,76.13,58.45
75.54,4.73,56.64,81.42,40.86,50.03
94.87,1.57,82.51,88.53,47.35,60.55
92.4,4.51,62.36,80.36,65.35,72.25
68.48,6.44,62.42,50.95,68.09,68.38
78.37,3.92,75.05,72.82,64.79,57.42
76.89,6.33,69.65,85.98,84.49,67.9
75.46,3.17,70.96,75.08,57.67,59.67
95.04,7.61,49.57,89.36,54.93,69.9
82.23,4.5,72.22,57.9,62.94,70.27
55.21,2.57,69.07,64.84,45.43,45.64
73.68,2.92,80.7,65.5,83.87,69.99
78.58,4.08,76.74,81.09,88.96,77.97
86.23,4.84,73.04,100.0,66.77,68.37
100.0,6.87,87.11,62.75,66.37,75.96
81.27,3.48,46.05,75.3,79.05,57.44
76.0,4.07,65.84,78.78,68.74,61.78
88.38,6.06,85.92,81.73,39.31,69.8
81.81,6.47,51.38,83.33,92.57,76.22
78.69,4.95,83.01,79.2,54.83,66.78
66.48,3.53,96.56,89.66,73.21,76.13
73.42,1.9,69.3,87.18,65.8,59.46
71.27,6.38,73.44,77.1,73.0,78.11
82.02,3.52,81.95,60.24,51.95,63.96
65.02,7.36,66.08,73.22,68.83,64.45
64.88,7.87,72.11,80.37,82.36,76.54
86.9,8.4,63.78,66.19,91.39,76.91
71.07,6.19,58.22,94.22,63.07,67.45
76.32,4.05,94.59,87.96,54.15,67.57
79.99,6.42,68.29,82.62,91.93,77.03
84.67,9.02,56.52,80.43,71.59,71.16
73.18,0.5,62.76,50.64,70.51,64.72
73.89,4.17,63.88,72.15,53.29,60.51
77.02,7.21,90.99,72.88,75.82,83.43
62.98,2.57,52.27,75.77,80.33,72.69
68.85,7.94,79.6,85.94,62.3,78.28
53.06,9.0,81.82,79.62,50.45,69.06
82.11,4.79,61.58,90.68,63.2,60.01
84.58,5.86,71.41,80.81,67.06,77.94
65.98,2.75,94.54,85.47,58.68,73.31
42.93,8.03,86.49,72.79,73.38,79.29
66.69,3.27,95.62,70.83,66.12,62.72
79.31,3.19,56.8,48.54,79.9,68.91
84.58,6.33,71.86,57.43,56.81,63.4
66.45,5.08,92.68,66.32,91.42,85.77
89.28,3.84,91.01,74.72,40.13,55.83
94.85,5.19,83.83,63.48,83.09,86.09
79.93,5.16,81.16,63.91,80.41,63.56
59.74,4.56,90.46,80.83,75.38,67.03
87.56,5.25,70.59,59.79,68.74,65.45
71.27,5.25,100.0,87.08,41.67,65.97
73.88,5.87,57.31,93.19,73.07,73.28
62.31,1.6,64.34,39.24,57.99,51.22
87.37,4.18,76.36,88.63,78.12,77.71
81.54,9.55,83.65,96.47,78.78,83.24
100.0,5.67,46.11,75.04,81.19,66.65
69.69,6.13,50.61,61.38,74.47,58.81
68.49,7.48,51.94,52.92,70.68,62.46
72.08,3.25,80.38,61.97,49.12,58.18
98.01,1.59,72.15,89.19,75.2,71.25
83.61,9.54,72.18,51.88,68.73,79.46
95.94,2.77,76.86,61.74,66.6,62.25
73.75,8.13,66.43,61.33,70.02,75.62
72.55,5.53,90.41,66.37,68.83,76.43
65.26,7.16,59.9,70.56,61.74,72.47
96.3,5.03,53.13,95.09,71.91,78.02
56.27,6.01,72.23,71.11,79.04,73.97
75.78,2.77,77.96,76.45,42.78,65.45
100.0,4.59,61.68,71.46,64.65,67.62
90.41,6.04,66.0,60.04,63.95,59.58
75.37,5.89,88.3,86.79,93.83,80.6
71.43,3.64,70.4,83.42,57.72,63.6
76.93,3.44,85.62,82.27,98.4,85.5
67.66,5.56,67.47,64.92,64.25,68.87
84.26,3.25,62.17,76.89,63.66,67.19
66.43,4.26,72.09,81.34,86.69,60.82
81.61,3.17,53.73,68.06,76.73,59.16
61.68,4.88,68.22,66.39,66.87,62.09
60.86,4.0,89.86,54.1,79.79,70.67
83.3,7.29,69.87,55.4,68.46,71.23
90.61,5.24,53.55,67.51,52.12,63.65
72.03,7.4,64.23,70.83,92.35,74.79
73.66,6.35,75.18,84.11,70.17,72.88
75.05,3.52,74.23,79.86,63.28,62.17
71.56,9.4,82.33,75.72,80.83,85.93
75.4,3.03,100.0,74.45,65.04,73.38
74.37,5.96,82.89,61.01,79.02,67.12
87.13,1.36,83.45,60.53,86.42,75.35
64.59,6.68,66.46,74.69,65.54,62.57
89.27,3.04,76.94,99.98,82.57,75.59
79.92,4.25,92.4,69.78,84.81,82.53
73.75,4.93,80.35,73.72,56.82,59.3
70.44,3.39,69.61,97.73,61.71,63.72
78.74,4.94,78.59,66.92,71.03,67.74
79.11,5.44,75.9,64.17,66.97,63.28
73.68,3.57,67.05,74.54,70.28,58.94
82.8,8.56,62.38,64.55,77.17,68.37
86.15,3.68,77.43,82.69,64.2,66.67
98.13,4.68,62.74,71.66,80.99,81.73
76.17,4.54,79.04,65.54,100.0,78.41
60.66,3.87,68.34,71.77,63.7,54.9
71.13,5.66,63.16,70.73,94.62,66.5
74.37,3.87,71.31,73.82,62.43,60.17
77.34,7.85,82.41,66.56,69.46,74.82
70.23,7.28,53.39,64.06,73.6,66.28
87.23,5.26,40.87,80.61,84.47,72.0
81.67,6.81,83.07,74.25,79.52,78.31
61.43,0.5,69.59,70.73,68.29,52.06
60.35,6.74,79.27,62.88,73.71,71.06
87.69,5.66,74.26,93.37,76.92,81.09
79.19,2.35,98.35,73.22,80.65,68.38
66.99,2.44,85.97,63.36,74.89,67.39
71.32,3.41,72.26,68.96,92.03,76.63
73.36,4.26,81.21,70.4,73.88,68.87
87.36,2.18,88.02,65.55,81.8,70.4
80.1,5.08,82.64,68.61,64.78,69.11
49.29,6.74,76.95,90.01,72.76,69.43
85.26,6.84,63.89,70.32,56.46,69.11
80.14,5.2,80.65,83.29,57.03,68.66
